TRANSACTION_ID,TX_DATETIME,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_TIME_SECONDS,TX_TIME_DAYS,TX_FRAUD,TX_FRAUD_SCENARIO,TX_DURING_WEEKEND,TX_DURING_NIGHT,CUSTOMER_ID_NB_TX_1DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW,CUSTOMER_ID_NB_TX_7DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW,CUSTOMER_ID_NB_TX_30DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW,TERMINAL_ID_NB_TX_1DAY_WINDOW,TERMINAL_ID_RISK_1DAY_WINDOW,TERMINAL_ID_NB_TX_7DAY_WINDOW,TERMINAL_ID_RISK_7DAY_WINDOW,TERMINAL_ID_NB_TX_30DAY_WINDOW,TERMINAL_ID_RISK_30DAY_WINDOW
182042,2018-04-20 00:00:03,4835,697,98.29,1641603,19,1,2,0,1,2.0,110.24000000000001,5.0,117.59399999999998,15.0,77.24666666666666,1.0,1.0,3.0,1.0,7.0,0.42857142857142855
182043,2018-04-20 00:00:14,1109,1078,33.42,1641614,19,0,0,0,1,9.0,23.345555555555556,23.0,29.46304347826088,69.0,26.62231884057971,0.0,0.0,4.0,0.0,6.0,0.0
182044,2018-04-20 00:00:58,3052,1193,44.35,1641658,19,0,0,0,1,3.0,57.419999999999995,20.0,57.94200000000002,65.0,66.80876923076924,0.0,0.0,6.0,0.0,13.0,0.0
182045,2018-04-20 00:01:03,2518,1400,34.29,1641663,19,0,0,0,1,1.0,34.28999999999998,14.0,39.27142857142855,30.0,40.400000000000006,1.0,0.0,6.0,0.0,15.0,0.0
182046,2018-04-20 00:01:51,916,9593,46.55,1641711,19,0,0,0,1,1.0,46.54999999999999,3.0,36.65333333333334,13.0,32.222307692307695,0.0,0.0,2.0,0.0,5.0,0.0
182047,2018-04-20 00:01:55,1060,2320,93.47,1641715,19,0,0,0,1,1.0,93.47000000000017,14.0,68.13714285714285,48.0,59.92791666666667,0.0,0.0,2.0,0.0,5.0,0.0
182048,2018-04-20 00:03:52,2822,953,113.2,1641832,19,0,0,0,1,5.0,83.2279999999999,29.0,105.09172413793101,70.0,111.8338571428571,2.0,0.0,9.0,0.0,13.0,0.0
182049,2018-04-20 00:03:59,4465,9271,28.61,1641839,19,0,0,0,1,5.0,25.052000000000007,30.0,30.02233333333332,81.0,31.080864197530854,1.0,0.0,7.0,0.0,16.0,0.0
182050,2018-04-20 00:05:05,4824,8954,54.98,1641905,19,0,0,0,1,7.0,51.66571428571429,24.0,44.70916666666665,62.0,47.65435483870968,1.0,0.0,7.0,0.0,16.0,0.0
182051,2018-04-20 00:05:18,4047,8246,98.49,1641918,19,0,0,0,1,4.0,74.9449999999999,19.0,86.51578947368424,57.0,89.64087719298246,2.0,0.0,3.0,0.0,7.0,0.0
182052,2018-04-20 00:06:02,243,9649,33.3,1641962,19,0,0,0,1,1.0,33.2999999999999,6.0,96.96333333333331,18.0,114.75555555555555,1.0,0.0,7.0,0.0,10.0,0.0
182053,2018-04-20 00:06:49,87,982,47.3,1642009,19,0,0,0,1,1.0,47.3,3.0,33.166666666666664,7.0,53.277142857142856,3.0,0.0,11.0,0.0,18.0,0.0
182054,2018-04-20 00:08:23,4007,1012,45.06,1642103,19,0,0,0,1,4.0,67.52249999999998,23.0,48.26260869565217,56.0,50.780714285714275,2.0,0.0,6.0,0.0,10.0,0.0
182055,2018-04-20 00:08:50,1324,8972,51.41,1642130,19,0,0,0,1,1.0,51.410000000000004,11.0,32.29818181818182,35.0,29.102285714285713,1.0,0.0,11.0,0.0,13.0,0.0
182056,2018-04-20 00:09:23,3329,766,107.79,1642163,19,0,0,0,1,1.0,107.78999999999999,8.0,76.91499999999998,17.0,59.54352941176471,2.0,0.0,7.0,0.0,12.0,0.0
182057,2018-04-20 00:09:28,4306,299,126.52,1642168,19,0,0,0,1,5.0,82.81199999999998,17.0,103.43705882352936,54.0,105.85833333333336,1.0,0.0,9.0,0.0,14.0,0.0
182058,2018-04-20 00:12:28,1050,8840,23.74,1642348,19,0,0,0,1,2.0,27.879999999999995,18.0,29.126111111111104,52.0,25.620384615384605,1.0,0.0,6.0,0.0,10.0,0.0
182059,2018-04-20 00:17:08,4475,8469,78.62,1642628,19,0,0,0,1,3.0,57.25666666666666,12.0,94.35083333333341,34.0,83.3023529411765,0.0,0.0,9.0,0.0,22.0,0.0
182060,2018-04-20 00:18:03,1950,532,13.36,1642683,19,0,0,0,1,7.0,22.704285714285707,24.0,23.084166666666675,49.0,20.04265306122449,2.0,0.0,11.0,0.0,20.0,0.0
182061,2018-04-20 00:18:57,4124,8545,35.64,1642737,19,0,0,0,1,4.0,92.50499999999997,21.0,70.09285714285716,47.0,72.62191489361705,1.0,0.0,7.0,0.0,17.0,0.0
182062,2018-04-20 00:19:10,3841,5665,71.33,1642750,19,0,0,0,1,1.0,71.32999999999994,14.0,90.78714285714287,27.0,87.49851851851851,0.0,0.0,8.0,0.0,11.0,0.0
182063,2018-04-20 00:19:51,4291,6107,48.23,1642791,19,0,0,0,1,2.0,103.40999999999995,20.0,97.35449999999996,57.0,81.45719298245615,0.0,0.0,13.0,0.0,19.0,0.0
182064,2018-04-20 00:21:11,3524,2033,27.27,1642871,19,0,0,0,1,4.0,48.227499999999985,15.0,59.638,42.0,57.11285714285715,2.0,0.0,10.0,0.0,13.0,0.0
182065,2018-04-20 00:21:26,1249,1393,14.18,1642886,19,0,0,0,1,4.0,43.90749999999996,30.0,45.789333333333346,77.0,44.24376623376625,1.0,0.0,11.0,0.0,14.0,0.0
182066,2018-04-20 00:21:46,1415,6703,21.21,1642906,19,0,0,0,1,4.0,39.20250000000004,24.0,36.002916666666664,68.0,33.436617647058824,1.0,0.0,16.0,0.0,22.0,0.0
182067,2018-04-20 00:22:12,1692,3698,25.26,1642932,19,0,0,0,1,3.0,88.80666666666667,24.0,78.29208333333334,65.0,75.18846153846154,1.0,0.0,6.0,0.0,10.0,0.0
182068,2018-04-20 00:23:12,3195,8795,64.85,1642992,19,0,0,0,1,6.0,59.926666666666655,32.0,51.084375,73.0,46.67191780821918,0.0,0.0,6.0,0.0,11.0,0.0
182069,2018-04-20 00:23:53,2576,9918,1.35,1643033,19,0,0,0,1,4.0,8.0275,9.0,8.331111111111111,19.0,7.716842105263157,2.0,0.0,10.0,0.0,16.0,0.0
182070,2018-04-20 00:24:35,4581,6283,26.16,1643075,19,0,0,0,1,3.0,125.04000000000006,11.0,117.80181818181819,23.0,117.82000000000002,2.0,0.0,7.0,0.0,11.0,0.0
182071,2018-04-20 00:25:39,1114,3593,136.76,1643139,19,0,0,0,1,4.0,82.3075,13.0,77.45384615384616,27.0,70.39000000000003,0.0,0.0,2.0,0.0,5.0,0.0
182072,2018-04-20 00:26:23,1767,2925,88.64,1643183,19,0,0,0,1,2.0,62.51000000000004,13.0,79.56384615384614,27.0,63.29111111111112,2.0,0.0,6.0,0.0,11.0,0.0
182073,2018-04-20 00:26:26,3808,9458,80.77,1643186,19,0,0,0,1,3.0,82.05666666666666,23.0,72.22913043478258,64.0,65.33718749999997,0.0,0.0,7.0,0.0,16.0,0.0
182074,2018-04-20 00:26:51,4361,6112,123.48,1643211,19,0,0,0,1,1.0,123.47999999999998,13.0,108.67846153846155,25.0,102.29880000000001,0.0,0.0,10.0,0.0,14.0,0.0
182075,2018-04-20 00:26:55,3482,2818,5.83,1643215,19,0,0,0,1,2.0,8.454999999999998,7.0,14.944285714285714,20.0,12.949999999999998,1.0,0.0,11.0,0.0,21.0,0.0
182076,2018-04-20 00:27:34,3419,4660,9.81,1643254,19,0,0,0,1,5.0,7.797999999999999,12.0,8.585833333333335,24.0,7.4375,1.0,0.0,3.0,0.3333333333333333,10.0,0.1
182077,2018-04-20 00:28:26,519,4630,63.89,1643306,19,0,0,0,1,4.0,65.61749999999992,24.0,82.38166666666667,67.0,78.15522388059702,0.0,0.0,3.0,0.0,10.0,0.0
182078,2018-04-20 00:28:27,230,2411,13.41,1643307,19,0,0,0,1,7.0,49.921428571428564,29.0,51.90896551724136,68.0,51.439705882352946,1.0,0.0,9.0,0.0,12.0,0.0
182079,2018-04-20 00:29:35,2607,4186,101.35,1643375,19,0,0,0,1,4.0,89.49999999999997,16.0,65.35937499999996,49.0,66.04224489795918,1.0,0.0,6.0,0.0,12.0,0.0
182080,2018-04-20 00:29:38,712,2617,28.55,1643378,19,0,0,0,1,2.0,25.885000000000026,32.0,28.408749999999998,73.0,31.43616438356164,1.0,0.0,9.0,0.0,19.0,0.0
182081,2018-04-20 00:29:50,3811,1514,98.26,1643390,19,0,0,0,1,8.0,60.246249999999996,23.0,54.05,58.0,56.86896551724135,2.0,0.0,9.0,0.0,16.0,0.0
182082,2018-04-20 00:30:10,2436,9771,22.2,1643410,19,0,0,0,1,1.0,22.2,4.0,74.52,4.0,74.52,0.0,0.0,4.0,0.0,11.0,0.0
182083,2018-04-20 00:31:49,4408,1163,9.79,1643509,19,0,0,0,1,2.0,8.779999999999983,19.0,12.227368421052633,53.0,11.52320754716981,2.0,0.0,7.0,0.0,10.0,0.0
182084,2018-04-20 00:33:10,2519,799,16.22,1643590,19,0,0,0,1,2.0,21.790000000000006,6.0,18.709999999999997,19.0,21.806315789473686,0.0,0.0,2.0,0.0,7.0,0.0
182085,2018-04-20 00:33:27,4598,3006,4.04,1643607,19,0,0,0,1,2.0,6.619999999999999,9.0,6.307777777777778,17.0,6.539411764705882,1.0,0.0,6.0,0.0,8.0,0.0
182086,2018-04-20 00:33:55,4196,676,7.52,1643635,19,0,0,0,1,3.0,13.036666666666674,18.0,27.701111111111103,47.0,23.41255319148936,0.0,0.0,5.0,0.0,8.0,0.0
182087,2018-04-20 00:34:21,1436,5251,37.91,1643661,19,0,0,0,1,1.0,37.91,10.0,70.26599999999999,27.0,70.96296296296295,0.0,0.0,2.0,0.0,6.0,0.0
182088,2018-04-20 00:34:32,53,3587,6.86,1643672,19,0,0,0,1,1.0,6.859999999999987,21.0,7.788571428571433,62.0,8.198225806451614,1.0,0.0,3.0,0.0,9.0,0.0
182089,2018-04-20 00:34:57,1884,4474,4.59,1643697,19,0,0,0,1,2.0,53.330000000000126,16.0,69.773125,56.0,71.79535714285713,2.0,0.0,12.0,0.0,18.0,0.0
182090,2018-04-20 00:35:26,3726,1985,22.39,1643726,19,0,0,0,1,1.0,22.390000000000242,21.0,76.1657142857143,43.0,78.67767441860464,1.0,0.0,6.0,0.0,9.0,0.0
182091,2018-04-20 00:35:27,4891,7679,25.7,1643727,19,0,0,0,1,3.0,27.886666666666674,23.0,34.62869565217391,62.0,35.52870967741935,4.0,0.0,12.0,0.0,17.0,0.0
182092,2018-04-20 00:35:30,4894,6885,2.25,1643730,19,0,0,0,1,2.0,18.195000000000007,19.0,20.842631578947366,45.0,23.95044444444444,2.0,0.0,9.0,0.0,14.0,0.0
