TRANSACTION_ID,TX_DATETIME,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_TIME_SECONDS,TX_TIME_DAYS,TX_FRAUD,TX_FRAUD_SCENARIO,TX_DURING_WEEKEND,TX_DURING_NIGHT,CUSTOMER_ID_NB_TX_1DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW,CUSTOMER_ID_NB_TX_7DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW,CUSTOMER_ID_NB_TX_30DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW,TERMINAL_ID_NB_TX_1DAY_WINDOW,TERMINAL_ID_RISK_1DAY_WINDOW,TERMINAL_ID_NB_TX_7DAY_WINDOW,TERMINAL_ID_RISK_7DAY_WINDOW,TERMINAL_ID_NB_TX_30DAY_WINDOW,TERMINAL_ID_RISK_30DAY_WINDOW
364702,2018-05-09 00:00:05,1678,7118,75.84,3283205,38,0,0,0,1,5.0,85.13800000000003,22.0,80.26181818181811,87.0,74.45436781609195,0.0,0.0,1.0,0.0,13.0,0.0
364703,2018-05-09 00:00:28,447,7921,141.86,3283228,38,0,0,0,1,4.0,108.495,16.0,87.98187500000003,74.0,83.14986486486484,0.0,0.0,4.0,0.0,31.0,0.0
364704,2018-05-09 00:00:35,4543,6835,39.59,3283235,38,0,0,0,1,2.0,41.85500000000006,23.0,35.84391304347827,95.0,36.29000000000002,1.0,0.0,9.0,0.0,30.0,0.0
364705,2018-05-09 00:01:34,918,2914,7.05,3283294,38,0,0,0,1,1.0,7.05,24.0,6.21875,92.0,5.453586956521739,1.0,0.0,7.0,0.0,38.0,0.0
364706,2018-05-09 00:01:46,370,6627,12.7,3283306,38,0,0,0,1,2.0,12.825000000000022,22.0,8.313181818181805,114.0,8.275701754385967,3.0,0.0,11.0,0.0,47.0,0.0
364707,2018-05-09 00:03:51,857,8757,43.06,3283431,38,0,0,0,1,1.0,43.06000000000001,9.0,48.213333333333274,59.0,38.87135593220338,4.0,0.0,10.0,0.0,34.0,0.0
364708,2018-05-09 00:04:35,910,2430,58.68,3283475,38,0,0,0,1,4.0,40.10250000000007,38.0,40.76710526315791,134.0,39.42574626865667,0.0,0.0,6.0,0.0,31.0,0.0
364709,2018-05-09 00:05:16,2415,8193,18.7,3283516,38,0,0,0,1,4.0,17.3475,17.0,18.44882352941176,62.0,18.534677419354843,1.0,0.0,9.0,0.1111111111111111,35.0,0.02857142857142857
364710,2018-05-09 00:05:41,2446,6692,20.68,3283541,38,0,0,0,1,5.0,16.70199999999997,27.0,19.548888888888875,117.0,20.685982905982904,2.0,0.0,10.0,0.0,39.0,0.0
364711,2018-05-09 00:06:42,4494,9760,9.3,3283602,38,0,0,0,1,2.0,29.17500000000001,14.0,12.220714285714285,81.0,9.067283950617284,1.0,0.0,10.0,0.0,34.0,0.0
364712,2018-05-09 00:07:14,4536,533,63.4,3283634,38,0,0,0,1,6.0,86.90166666666674,16.0,84.54062499999989,86.0,86.76953488372092,1.0,0.0,10.0,0.0,47.0,0.0
364713,2018-05-09 00:07:32,3505,7056,73.67,3283652,38,0,0,0,1,3.0,90.86666666666667,14.0,81.70714285714287,52.0,93.7125,1.0,0.0,6.0,0.0,26.0,0.0
364714,2018-05-09 00:08:04,1373,6765,142.07,3283684,38,0,0,0,1,6.0,103.97500000000002,15.0,106.69466666666675,99.0,92.58777777777787,0.0,0.0,8.0,0.0,34.0,0.0
364715,2018-05-09 00:08:05,1798,1313,175.54,3283685,38,0,0,0,1,1.0,175.5400000000004,10.0,115.9670000000001,51.0,96.00294117647056,0.0,0.0,10.0,0.0,46.0,0.0
364716,2018-05-09 00:10:22,2260,4460,16.03,3283822,38,0,0,0,1,4.0,69.07749999999999,13.0,59.466153846153844,52.0,47.70673076923077,0.0,0.0,3.0,0.0,32.0,0.0
364717,2018-05-09 00:11:50,2469,3220,123.01,3283910,38,0,0,0,1,4.0,104.6525,23.0,96.41913043478262,65.0,85.87061538461545,1.0,0.0,8.0,0.0,36.0,0.0
364718,2018-05-09 00:12:15,1276,5956,19.98,3283935,38,0,0,0,1,2.0,34.890000000000114,15.0,28.690000000000023,92.0,29.870543478260878,2.0,0.0,12.0,0.0,36.0,0.0
364719,2018-05-09 00:13:05,2513,228,99.77,3283985,38,0,0,0,1,2.0,111.20999999999992,21.0,90.57190476190493,91.0,94.62923076923083,2.0,0.0,11.0,0.0,48.0,0.0
364720,2018-05-09 00:14:16,3376,6106,67.38,3284056,38,0,0,0,1,5.0,48.14600000000002,12.0,58.59666666666667,66.0,56.27227272727276,1.0,0.0,11.0,0.0,48.0,0.0
364721,2018-05-09 00:15:34,1580,8286,6.18,3284134,38,0,0,0,1,3.0,13.73333333333337,25.0,14.499999999999991,103.0,14.338737864077666,1.0,0.0,5.0,0.0,23.0,0.0
364722,2018-05-09 00:17:17,3201,5260,70.52,3284237,38,0,0,0,1,5.0,47.4,10.0,39.27999999999997,44.0,34.639318181818176,0.0,0.0,6.0,0.0,20.0,0.0
364723,2018-05-09 00:19:44,1994,1105,14.48,3284384,38,0,0,0,1,4.0,25.834999999999994,15.0,23.445333333333345,97.0,24.36443298969072,0.0,0.0,4.0,0.0,21.0,0.0
364724,2018-05-09 00:20:17,4548,4411,105.24,3284417,38,0,0,0,1,5.0,102.96999999999998,30.0,87.31833333333336,91.0,87.06483516483512,0.0,0.0,6.0,0.0,42.0,0.0
364725,2018-05-09 00:22:24,663,3236,105.52,3284544,38,0,0,0,1,3.0,83.32000000000001,8.0,98.3875,28.0,99.28714285714285,0.0,0.0,6.0,0.0,23.0,0.0
364726,2018-05-09 00:23:20,3095,6250,42.72,3284600,38,0,0,0,1,5.0,34.14200000000001,13.0,42.799230769230775,65.0,42.62615384615385,1.0,0.0,6.0,0.0,29.0,0.0
364727,2018-05-09 00:23:53,4064,4210,105.84,3284633,38,0,0,0,1,1.0,105.83999999999997,5.0,110.13800000000003,19.0,115.32000000000002,2.0,0.0,13.0,0.0,34.0,0.029411764705882353
364728,2018-05-09 00:24:04,4699,4203,140.14,3284644,38,0,0,0,1,5.0,107.12399999999988,33.0,96.62999999999998,112.0,91.66758928571433,2.0,0.0,7.0,0.0,17.0,0.0
364729,2018-05-09 00:24:33,1611,2612,39.27,3284673,38,0,0,0,1,3.0,65.46333333333328,30.0,62.16766666666668,118.0,61.15423728813558,0.0,0.0,2.0,0.0,18.0,0.0
364730,2018-05-09 00:24:57,3010,1196,30.14,3284697,38,1,2,0,1,5.0,59.40799999999997,27.0,60.64444444444431,125.0,68.30719999999994,1.0,0.0,7.0,0.0,27.0,0.0
364731,2018-05-09 00:25:34,2956,3946,17.95,3284734,38,0,0,0,1,3.0,16.680000000000017,19.0,22.592105263157904,70.0,23.143428571428572,1.0,0.0,8.0,0.0,33.0,0.030303030303030304
364732,2018-05-09 00:25:38,705,6080,35.97,3284738,38,0,0,0,1,4.0,24.832499999999982,19.0,27.19684210526317,77.0,28.49987012987014,1.0,0.0,4.0,0.0,22.0,0.0
364733,2018-05-09 00:25:42,2328,9376,98.5,3284742,38,0,0,0,1,2.0,94.74000000000001,19.0,74.6505263157895,90.0,84.0237777777778,1.0,0.0,5.0,0.0,15.0,0.0
364734,2018-05-09 00:27:03,4757,7866,29.27,3284823,38,0,0,0,1,1.0,29.2699999999998,21.0,101.73095238095237,114.0,93.42175438596496,2.0,0.0,7.0,0.0,27.0,0.0
364735,2018-05-09 00:28:07,241,3356,23.71,3284887,38,0,0,0,1,5.0,38.42600000000003,22.0,52.58136363636363,87.0,54.75896551724143,1.0,0.0,11.0,0.0,32.0,0.0
364736,2018-05-09 00:28:56,4730,650,0.11,3284936,38,0,0,0,1,5.0,8.989999999999995,21.0,13.683333333333323,91.0,16.146373626373617,0.0,0.0,5.0,0.0,35.0,0.0
364737,2018-05-09 00:29:04,4976,8330,76.86,3284944,38,0,0,0,1,3.0,64.36666666666663,21.0,64.97190476190474,63.0,58.16619047619049,1.0,0.0,7.0,0.0,23.0,0.0
364738,2018-05-09 00:30:17,630,724,116.32,3285017,38,0,0,0,1,6.0,91.01499999999994,23.0,82.01347826086945,97.0,88.92020618556703,2.0,0.0,9.0,0.0,30.0,0.0
364739,2018-05-09 00:30:55,3552,7958,50.25,3285055,38,0,0,0,1,4.0,24.125,30.0,41.44466666666667,108.0,38.91064814814815,2.0,0.0,7.0,0.0,26.0,0.0
364740,2018-05-09 00:31:59,4033,8962,18.83,3285119,38,0,0,0,1,3.0,50.72666666666665,17.0,42.303529411764714,83.0,45.54638554216868,1.0,0.0,5.0,0.0,29.0,0.0
364741,2018-05-09 00:32:27,302,4999,12.92,3285147,38,0,0,0,1,6.0,7.880000000000005,25.0,8.293199999999999,95.0,8.694315789473686,0.0,0.0,4.0,0.0,25.0,0.0
364742,2018-05-09 00:32:37,1085,8595,29.11,3285157,38,0,0,0,1,6.0,50.49833333333334,25.0,56.584400000000045,125.0,54.81063999999994,0.0,0.0,3.0,0.0,25.0,0.0
364743,2018-05-09 00:33:08,2021,2400,19.05,3285188,38,0,0,0,1,2.0,53.67000000000015,28.0,77.48571428571437,102.0,78.23627450980385,1.0,0.0,5.0,0.0,14.0,0.0
364744,2018-05-09 00:34:29,597,3885,109.03,3285269,38,0,0,0,1,3.0,112.57333333333338,24.0,99.40875000000018,108.0,88.83277777777776,1.0,0.0,8.0,0.0,30.0,0.0
364745,2018-05-09 00:34:33,4647,6443,8.66,3285273,38,0,0,0,1,2.0,20.59000000000001,6.0,19.909999999999997,41.0,17.943414634146336,1.0,0.0,8.0,0.0,29.0,0.0
364746,2018-05-09 00:35:38,2946,770,11.66,3285338,38,0,0,0,1,2.0,13.48,8.0,12.851249999999997,35.0,13.270000000000005,2.0,0.0,9.0,0.0,30.0,0.0
364747,2018-05-09 00:37:34,2735,5985,69.74,3285454,38,0,0,0,1,1.0,69.73999999999998,4.0,85.41250000000001,11.0,78.77636363636363,0.0,0.0,9.0,0.0,28.0,0.0
