TRANSACTION_ID,TX_DATETIME,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_TIME_SECONDS,TX_TIME_DAYS,TX_FRAUD,TX_FRAUD_SCENARIO,TX_DURING_WEEKEND,TX_DURING_NIGHT,CUSTOMER_ID_NB_TX_1DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW,CUSTOMER_ID_NB_TX_7DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW,CUSTOMER_ID_NB_TX_30DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW,TERMINAL_ID_NB_TX_1DAY_WINDOW,TERMINAL_ID_RISK_1DAY_WINDOW,TERMINAL_ID_NB_TX_7DAY_WINDOW,TERMINAL_ID_RISK_7DAY_WINDOW,TERMINAL_ID_NB_TX_30DAY_WINDOW,TERMINAL_ID_RISK_30DAY_WINDOW
278302,2018-04-30 00:00:28,782,7944,13.14,2505628,29,0,0,0,1,3.0,15.446666666666687,14.0,20.766428571428555,53.0,22.18641509433963,0.0,0.0,4.0,0.0,29.0,0.0
278303,2018-04-30 00:00:36,1236,2326,49.1,2505636,29,0,0,0,1,3.0,28.443333333333356,10.0,32.40800000000001,40.0,43.233,0.0,0.0,5.0,0.0,18.0,0.0
278304,2018-04-30 00:01:27,725,3762,125.19,2505687,29,0,0,0,1,3.0,88.07333333333315,23.0,94.93086956521732,94.0,89.64617021276591,1.0,0.0,7.0,0.0,19.0,0.0
278305,2018-04-30 00:02:04,1157,4123,51.1,2505724,29,0,0,0,1,2.0,83.43500000000013,27.0,95.60148148148144,109.0,87.39889908256882,2.0,0.0,6.0,0.0,19.0,0.0
278306,2018-04-30 00:02:04,2577,5898,44.56,2505724,29,0,0,0,1,6.0,40.905,26.0,52.956923076923104,79.0,57.10265822784811,0.0,0.0,8.0,0.0,18.0,0.0
278307,2018-04-30 00:02:19,4822,990,17.61,2505739,29,0,0,0,1,1.0,17.61,2.0,51.5,5.0,83.946,0.0,0.0,5.0,0.0,16.0,0.0
278308,2018-04-30 00:03:47,4243,8387,2.37,2505827,29,0,0,0,1,7.0,29.59571428571428,18.0,33.53500000000002,66.0,34.463939393939384,1.0,0.0,5.0,0.0,19.0,0.0
278309,2018-04-30 00:04:41,2227,7751,98.02,2505881,29,0,0,0,1,2.0,78.14500000000005,11.0,73.24000000000004,51.0,74.85058823529411,1.0,0.0,7.0,0.0,17.0,0.0
278310,2018-04-30 00:07:03,1312,6588,4.78,2506023,29,0,0,0,1,2.0,3.4999999999999973,12.0,7.165833333333332,54.0,7.1648148148148145,0.0,0.0,2.0,0.0,18.0,0.0
278311,2018-04-30 00:07:23,2936,1870,16.85,2506043,29,0,0,0,1,2.0,34.28499999999998,13.0,31.573846153846155,40.0,30.821499999999997,1.0,0.0,10.0,0.0,19.0,0.0
278312,2018-04-30 00:07:33,1451,2429,90.0,2506053,29,0,0,0,1,5.0,83.97,24.0,71.24833333333329,104.0,83.94451923076926,1.0,0.0,10.0,0.0,34.0,0.0
